inning,over,ball,batting_team,bowling_team,batter,bowler,city,venue,phase,current_score,balls_bowled,balls_remaining,wickets_lost,current_run_rate,runs_last_6,runs_last_12,wkts_last_12,striker_runs,striker_balls,striker_sr,batter_avg_runs,bowler_wickets,bowler_economy
2,11,1,10,6,563,207,6,53,1,86,70,50,2,7.371428571428572,11.0,22.0,0.0,17,13,130.76923076923077,1.3076923076923077,0,0.0
1,14,4,13,18,571,396,12,13,1,110,88,32,3,7.5,16.0,21.0,0.0,45,39,115.38461538461536,1.1538461538461535,1,7.909090909090909
2,0,2,10,13,177,505,23,14,2,2,1,119,0,12.0,2.0,2.0,0.0,2,1,200.0,2.0,0,12.0
2,3,5,6,0,542,289,8,27,2,19,22,98,1,5.181818181818182,5.0,6.0,1.0,2,5,40.0,0.4,1,4.8
1,0,6,1,10,212,436,6,53,2,6,5,115,0,7.199999999999999,6.0,6.0,0.0,0,0,0.0,0.0,0,7.199999999999999
2,17,2,10,16,213,482,3,25,0,129,112,8,5,6.910714285714286,9.0,22.0,0.0,46,39,117.94871794871796,1.1794871794871795,1,4.714285714285714
2,18,2,3,6,109,66,11,18,0,137,110,10,5,7.4727272727272736,14.0,26.0,0.0,37,24,154.16666666666669,1.5416666666666667,0,8.842105263157896
1,14,3,5,10,96,159,1,32,1,116,88,32,3,7.909090909090909,8.0,11.0,0.0,37,34,108.8235294117647,1.088235294117647,0,9.428571428571429
1,12,5,13,0,48,371,8,27,1,80,77,43,2,6.233766233766233,6.0,11.0,0.0,17,17,100.0,1.0,0,6.0
1,2,6,8,16,537,333,2,23,2,27,18,102,0,9.0,6.0,25.0,0.0,0,4,0.0,0.0,0,4.5
2,18,3,8,18,484,477,23,15,0,187,118,2,6,9.508474576271183,10.0,22.0,0.0,41,25,164.0,1.64,1,12.571428571428571
2,8,1,10,18,64,8,16,42,1,51,48,72,1,6.375,3.0,13.0,0.0,24,18,133.33333333333331,1.3333333333333333,0,10.0
2,2,6,11,0,537,353,8,27,2,18,17,103,1,6.352941176470588,3.0,9.0,1.0,2,6,33.33333333333333,0.3333333333333333,0,3.6
1,16,1,6,13,396,403,18,46,0,145,102,18,3,8.529411764705882,14.0,29.0,1.0,0,1,0.0,0.0,0,0.0
1,18,6,8,18,530,10,23,14,0,156,116,4,4,8.068965517241379,6.0,10.0,1.0,0,1,0.0,0.0,0,7.75
2,12,6,16,13,454,434,18,46,1,67,81,39,5,4.962962962962963,17.0,26.0,0.0,23,13,176.9230769230769,1.7692307692307692,1,11.454545454545457
1,12,7,8,2,39,293,35,12,1,166,82,38,2,12.146341463414634,4.0,16.0,1.0,1,1,100.0,1.0,1,6.0
1,4,2,8,0,194,353,23,14,2,36,25,95,0,8.639999999999999,15.0,22.0,0.0,23,15,153.33333333333334,1.5333333333333334,0,10.285714285714285
1,4,2,10,13,563,351,18,46,2,16,26,94,0,3.692307692307693,1.0,10.0,0.0,7,11,63.63636363636363,0.6363636363636364,0,0.0
1,13,4,10,8,213,265,8,28,1,98,83,37,3,7.08433734939759,6.0,9.0,0.0,8,11,72.72727272727273,0.7272727272727273,0,13.333333333333334
2,7,3,0,8,546,444,8,26,1,76,43,77,1,10.604651162790695,4.0,8.0,1.0,2,3,66.66666666666666,0.6666666666666666,0,6.0
1,17,6,4,14,282,185,30,30,0,148,109,11,8,8.146788990825687,2.0,9.0,2.0,19,20,95.0,0.95,2,8.823529411764705
2,4,6,15,18,562,10,16,42,2,34,31,89,1,6.580645161290322,11.0,21.0,0.0,17,13,130.76923076923077,1.3076923076923077,0,7.5
1,11,5,18,8,156,444,23,14,1,89,72,48,3,7.416666666666667,4.0,15.0,1.0,1,3,33.33333333333333,0.3333333333333333,0,4.8
2,13,4,13,0,242,443,0,50,1,81,81,39,3,6.0,5.0,14.0,0.0,46,36,127.77777777777776,1.2777777777777777,0,9.0
2,16,2,6,10,289,192,7,37,0,152,103,17,2,8.854368932038835,10.0,22.0,0.0,53,48,110.41666666666669,1.1041666666666667,0,2.7692307692307696
1,12,6,13,16,108,258,2,23,1,80,77,43,3,6.233766233766233,7.0,11.0,0.0,5,11,45.45454545454545,0.4545454545454545,0,8.117647058823529
2,3,3,0,10,352,370,23,14,2,16,20,100,0,4.8,3.0,11.0,0.0,0,3,0.0,0.0,0,3.0
2,9,6,16,13,141,403,0,50,1,77,59,61,1,7.830508474576271,6.0,17.0,0.0,46,29,158.6206896551724,1.5862068965517242,1,7.0588235294117645
2,13,1,8,9,484,524,23,15,1,103,80,40,3,7.725,9.0,13.0,0.0,15,13,115.38461538461536,1.1538461538461535,0,0.0
2,0,6,7,0,102,181,22,33,2,6,5,115,0,7.199999999999999,6.0,6.0,0.0,6,5,120.0,1.2,0,7.199999999999999
1,6,5,12,18,427,500,16,43,1,67,40,80,0,10.05,13.0,30.0,0.0,37,22,168.1818181818182,1.681818181818182,0,9.0
2,5,5,6,18,651,275,16,42,2,78,33,87,1,14.181818181818182,23.0,31.0,0.0,47,21,223.80952380952385,2.238095238095238,0,18.6
1,18,2,18,10,132,436,26,55,0,165,114,6,2,8.68421052631579,9.0,19.0,0.0,34,18,188.88888888888889,1.8888888888888888,1,6.947368421052632
2,8,6,13,6,571,63,0,50,1,89,53,67,1,10.075471698113208,14.0,19.0,0.0,17,11,154.54545454545453,1.5454545454545454,0,10.588235294117649
2,5,7,0,6,510,504,11,18,2,49,37,83,2,7.945945945945946,12.0,22.0,0.0,5,3,166.66666666666669,1.6666666666666667,0,12.0
2,8,6,16,1,629,136,16,42,1,44,54,66,4,4.888888888888889,5.0,14.0,0.0,16,17,94.11764705882352,0.9411764705882352,0,6.0
2,15,7,11,3,669,10,31,48,0,113,96,24,2,7.0625,9.0,15.0,0.0,27,18,150.0,1.5,0,7.333333333333333
1,14,2,10,16,621,161,3,24,1,100,87,33,5,6.896551724137931,14.0,18.0,1.0,44,28,157.14285714285714,1.5714285714285714,0,7.7142857142857135
1,16,7,10,8,213,343,0,50,0,158,107,13,3,8.859813084112151,13.0,14.0,1.0,9,7,128.57142857142858,1.2857142857142858,0,13.578947368421051
1,16,7,16,10,468,135,2,23,0,109,105,15,7,6.228571428571429,8.0,15.0,0.0,15,16,93.75,0.9375,0,9.3
2,11,6,13,8,660,106,23,15,1,139,74,46,1,11.27027027027027,18.0,33.0,0.0,88,42,209.52380952380955,2.095238095238096,0,9.0
1,17,3,8,11,661,511,23,14,0,129,111,9,3,6.972972972972973,4.0,7.0,0.0,10,14,71.42857142857143,0.7142857142857143,0,11.571428571428571
2,1,7,0,10,340,194,0,50,2,6,12,108,1,3.0,1.0,6.0,1.0,1,7,14.285714285714285,0.1428571428571428,0,1.0
2,4,3,0,18,546,71,26,55,2,13,25,95,1,3.12,7.0,8.0,1.0,1,1,100.0,1.0,0,0.9230769230769232
2,10,5,10,2,213,397,10,1,1,118,68,52,3,10.411764705882351,13.0,23.0,0.0,32,17,188.23529411764704,1.8823529411764703,0,4.5
1,19,6,16,18,282,142,26,56,0,188,125,-5,3,9.024,27.0,32.0,1.0,26,7,371.4285714285714,3.7142857142857135,0,11.217391304347826
1,18,4,5,9,146,65,1,32,0,205,116,4,2,10.60344827586207,9.0,17.0,0.0,8,7,114.28571428571428,1.1428571428571428,1,7.714285714285714
1,8,3,13,8,23,258,1,44,1,72,53,67,3,8.150943396226415,11.0,14.0,1.0,9,9,100.0,1.0,1,5.333333333333333
2,10,4,10,18,217,275,35,11,1,56,63,57,7,5.333333333333333,5.0,7.0,2.0,4,6,66.66666666666666,0.6666666666666666,1,4.0
1,10,1,18,10,43,217,16,42,1,70,62,58,2,6.774193548387096,2.0,10.0,1.0,46,35,131.42857142857142,1.3142857142857145,0,0.0
2,4,4,8,13,194,435,23,14,2,22,29,91,1,4.551724137931035,5.0,11.0,0.0,12,14,85.71428571428571,0.8571428571428571,0,6.0
2,6,6,0,10,365,388,5,35,1,51,42,78,2,7.285714285714286,14.0,21.0,0.0,24,16,150.0,1.5,0,16.8
1,7,3,13,3,23,407,1,44,1,49,45,75,3,6.533333333333333,1.0,3.0,1.0,1,5,20.0,0.2,0,0.0
1,9,6,0,18,473,185,8,28,1,91,60,60,1,9.1,15.0,25.0,0.0,54,30,180.0,1.8,0,9.818181818181818
1,8,2,10,0,319,371,26,55,1,50,51,69,1,5.882352941176471,3.0,8.0,0.0,25,26,96.15384615384616,0.9615384615384616,0,4.285714285714286
2,2,5,16,13,141,403,26,56,2,23,16,104,0,8.625,9.0,17.0,0.0,13,8,162.5,1.625,0,10.2
1,6,1,18,13,363,359,18,46,1,37,32,88,1,6.9375,8.0,20.0,0.0,16,7,228.57142857142856,2.2857142857142856,0,0.0
1,18,5,5,13,9,16,1,32,0,154,113,7,4,8.176991150442479,9.0,31.0,0.0,21,11,190.9090909090909,1.9090909090909087,1,7.090909090909091
2,11,4,16,18,669,167,2,23,1,66,73,47,4,5.424657534246576,6.0,14.0,1.0,5,5,100.0,1.0,0,10.5
2,1,3,1,0,32,116,27,54,2,5,8,112,0,3.75,5.0,5.0,0.0,0,1,0.0,0.0,0,6.0
2,17,4,5,0,651,264,26,56,0,124,108,12,3,6.888888888888889,5.0,14.0,0.0,59,53,111.32075471698111,1.1132075471698113,2,6.705882352941176
1,2,3,6,16,373,333,2,23,2,8,14,106,0,3.4285714285714284,7.0,8.0,0.0,5,11,45.45454545454545,0.4545454545454545,0,1.5
2,0,6,10,8,55,370,0,50,2,7,5,115,0,8.4,7.0,7.0,0.0,4,1,400.0,4.0,0,8.4
1,0,4,10,13,569,471,18,46,2,0,3,117,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0
1,1,6,16,3,91,344,2,23,2,12,11,109,0,6.545454545454546,11.0,12.0,0.0,0,2,0.0,0.0,0,13.2
2,0,6,13,3,196,10,4,36,2,1,5,115,0,1.2,1.0,1.0,0.0,0,0,0.0,0.0,0,1.2
2,18,3,16,10,322,527,26,9,0,135,116,4,8,6.982758620689656,7.0,14.0,1.0,27,29,93.10344827586206,0.9310344827586208,0,7.8
1,14,3,11,13,372,447,18,46,1,121,91,29,2,7.978021978021978,3.0,17.0,1.0,0,2,0.0,0.0,0,7.6
2,10,1,16,6,629,86,7,40,1,77,61,59,2,7.573770491803279,9.0,12.0,0.0,11,9,122.22222222222224,1.2222222222222223,1,3.0
1,12,5,10,1,49,518,16,42,1,95,78,42,3,7.3076923076923075,8.0,14.0,0.0,8,8,100.0,1.0,1,7.8
2,15,6,14,4,100,134,30,30,0,116,98,22,4,7.102040816326531,15.0,27.0,0.0,71,49,144.89795918367346,1.4489795918367347,0,8.823529411764705
2,9,6,8,3,102,410,10,16,1,73,59,61,1,7.423728813559322,4.0,7.0,0.0,33,28,117.85714285714286,1.1785714285714286,0,8.117647058823529
2,9,5,6,3,542,202,10,16,1,95,60,60,1,9.5,4.0,30.0,0.0,37,18,205.55555555555557,2.055555555555556,0,6.0
2,14,6,2,18,565,396,12,13,1,95,88,32,2,6.477272727272728,3.0,14.0,0.0,37,34,108.8235294117647,1.088235294117647,1,6.521739130434782
1,18,3,8,6,434,63,0,50,0,150,111,9,5,8.108108108108109,11.0,30.0,2.0,0,0,0.0,0.0,2,6.0
1,9,5,5,9,651,220,1,32,1,119,62,58,0,11.516129032258064,6.0,25.0,0.0,73,38,192.10526315789477,1.9210526315789476,0,8.25
2,11,4,1,8,512,521,16,42,1,68,67,53,4,6.089552238805971,7.0,11.0,2.0,30,28,107.14285714285714,1.0714285714285714,0,6.666666666666667
2,12,1,10,8,242,203,23,14,1,109,76,44,3,8.605263157894738,8.0,22.0,2.0,0,0,0.0,0.0,0,9.857142857142856
2,11,2,3,13,353,434,26,55,1,64,70,50,5,5.485714285714286,7.0,15.0,1.0,1,2,50.0,0.5,1,5.0769230769230775
1,8,1,16,6,454,504,2,23,1,40,52,68,3,4.615384615384616,8.0,13.0,0.0,16,17,94.11764705882352,0.9411764705882352,0,5.142857142857142
2,0,3,10,1,477,137,26,55,2,1,2,118,1,3.0,1.0,1.0,1.0,0,1,0.0,0.0,1,3.0
2,10,6,3,10,282,134,10,16,1,89,66,54,4,8.090909090909092,3.0,11.0,2.0,0,0,0.0,0.0,2,4.0
2,3,6,13,10,23,135,18,46,2,17,23,97,3,4.434782608695652,6.0,8.0,2.0,1,3,33.33333333333333,0.3333333333333333,1,7.636363636363637
2,17,1,6,13,439,13,18,46,0,132,104,16,7,7.615384615384616,5.0,15.0,2.0,2,3,66.66666666666666,0.6666666666666666,1,3.692307692307693
1,7,2,3,14,490,136,10,16,1,61,42,78,2,8.714285714285714,10.0,20.0,0.0,24,15,160.0,1.6,0,6.0
2,1,5,0,8,564,346,8,26,2,18,9,111,0,12.0,16.0,18.0,0.0,16,7,228.57142857142856,2.2857142857142856,0,4.0
1,1,1,0,10,188,220,8,26,2,1,6,114,0,1.0,1.0,1.0,0.0,1,6,16.666666666666664,0.1666666666666666,0,0.0
2,0,7,6,16,495,333,13,22,2,3,6,114,0,3.0,3.0,3.0,0.0,1,5,20.0,0.2,0,3.0
2,12,3,18,8,396,444,30,31,1,76,76,44,3,6.0,5.0,10.0,1.0,2,3,66.66666666666666,0.6666666666666666,0,9.6
2,11,3,12,9,256,292,24,4,1,102,68,52,0,9.0,2.0,10.0,0.0,42,27,155.55555555555557,1.5555555555555556,0,8.25
2,14,1,0,13,374,175,18,46,1,69,89,31,4,4.651685393258426,8.0,9.0,1.0,3,10,30.0,0.3,0,5.0
2,5,6,15,3,625,302,10,16,2,48,35,85,0,8.22857142857143,11.0,24.0,0.0,23,16,143.75,1.4375,0,12.0
1,7,6,0,1,374,347,14,7,1,68,49,71,1,8.326530612244898,7.0,16.0,1.0,1,3,33.33333333333333,0.3333333333333333,0,8.4
1,8,3,8,16,537,416,2,23,1,78,54,66,1,8.666666666666666,5.0,13.0,0.0,30,26,115.38461538461536,1.1538461538461535,0,6.0
2,18,3,10,8,463,28,26,5,0,154,114,6,3,8.105263157894736,7.0,23.0,0.0,19,10,190.0,1.9,0,7.714285714285714
1,5,4,18,8,47,501,8,28,2,32,36,84,3,5.333333333333333,10.0,13.0,1.0,14,11,127.27272727272728,1.2727272727272727,1,6.0
1,13,4,18,13,185,120,26,5,1,114,83,37,2,8.240963855421686,15.0,21.0,0.0,15,10,150.0,1.5,0,9.2
1,8,1,10,0,64,353,23,14,1,45,48,72,3,5.625,5.0,11.0,0.0,18,15,120.0,1.2,0,0.0
1,3,6,18,10,471,364,26,56,2,31,23,97,1,8.08695652173913,12.0,19.0,1.0,9,6,150.0,1.5,0,9.6
1,6,6,13,5,457,326,18,47,1,48,41,79,2,7.024390243902439,6.0,8.0,1.0,4,6,66.66666666666666,0.6666666666666666,0,6.0
2,8,5,8,16,282,210,23,14,1,89,54,66,3,9.88888888888889,5.0,10.0,1.0,2,4,50.0,0.5,0,10.2
2,8,1,16,10,629,217,26,55,1,72,51,69,1,8.470588235294118,5.0,8.0,0.0,6,10,60.0,0.6,0,0.0
2,4,1,0,8,473,444,0,57,2,28,24,96,0,7.0,10.0,19.0,0.0,9,12,75.0,0.75,0,0.0
2,16,3,16,8,282,444,26,10,0,99,101,19,5,5.881188118811882,8.0,12.0,1.0,0,1,0.0,0.0,1,2.7
1,14,1,10,8,261,167,14,7,1,83,88,32,4,5.659090909090909,7.0,10.0,0.0,11,16,68.75,0.6875,0,5.142857142857142
1,16,6,8,0,282,118,8,26,0,151,103,17,5,8.796116504854368,13.0,29.0,0.0,20,22,90.9090909090909,0.9090909090909092,0,12.545454545454549
2,2,2,8,17,561,43,3,24,2,34,14,106,0,14.571428571428571,14.0,28.0,0.0,10,7,142.85714285714286,1.4285714285714286,0,12.0
1,9,2,16,11,568,28,30,52,1,64,56,64,1,6.857142857142857,12.0,23.0,0.0,31,30,103.33333333333334,1.0333333333333334,0,10.285714285714285
1,13,1,3,6,490,306,7,37,1,107,81,39,3,7.925925925925926,17.0,23.0,0.0,24,11,218.18181818181816,2.1818181818181817,1,5.0769230769230775
1,2,6,8,18,122,222,16,41,2,43,18,102,1,14.333333333333334,21.0,37.0,1.0,16,9,177.77777777777777,1.7777777777777777,1,18.0
2,16,6,13,3,548,8,4,36,0,92,103,17,8,5.359223300970873,3.0,8.0,3.0,0,1,0.0,0.0,2,5.727272727272728
1,4,4,3,16,147,361,2,23,2,33,27,93,0,7.333333333333333,11.0,16.0,0.0,10,10,100.0,1.0,0,2.142857142857143
2,4,3,8,10,565,488,30,31,2,20,26,94,1,4.615384615384616,6.0,7.0,1.0,4,1,400.0,4.0,1,12.0
2,6,4,16,1,454,347,27,54,1,44,41,79,1,6.439024390243903,11.0,12.0,0.0,28,23,121.73913043478262,1.2173913043478262,0,7.333333333333333
2,5,4,13,2,362,211,0,57,2,14,31,89,3,2.7096774193548385,1.0,5.0,1.0,2,6,33.33333333333333,0.3333333333333333,0,2.0
2,2,1,9,16,289,303,23,15,2,10,11,109,1,5.454545454545455,2.0,10.0,1.0,2,4,50.0,0.5,1,8.0
1,14,6,4,18,470,309,32,45,1,103,90,30,4,6.866666666666666,9.0,13.0,1.0,5,5,100.0,1.0,0,5.454545454545455
1,18,2,0,16,352,527,8,27,0,169,109,11,3,9.30275229357798,16.0,32.0,1.0,77,52,148.0769230769231,1.4807692307692308,1,9.157894736842106
2,13,2,8,10,434,488,30,31,1,101,79,41,5,7.670886075949367,11.0,19.0,2.0,0,0,0.0,0.0,2,11.076923076923078
2,11,2,13,10,571,220,18,46,1,85,68,52,2,7.5,16.0,23.0,0.0,31,25,124.0,1.24,1,8.0
2,16,1,13,10,48,288,26,55,0,143,96,24,5,8.9375,10.0,12.0,2.0,15,10,150.0,1.5,2,6.5
2,2,5,12,16,289,303,34,49,2,19,17,103,0,6.705882352941176,14.0,17.0,0.0,14,9,155.55555555555557,1.5555555555555556,0,9.0
2,16,5,13,0,233,116,18,46,0,116,102,18,5,6.823529411764706,7.0,11.0,0.0,12,15,80.0,0.8,1,4.875
1,11,2,10,0,399,268,8,28,1,71,68,52,4,6.264705882352941,3.0,12.0,1.0,28,27,103.7037037037037,1.037037037037037,0,4.285714285714286
1,14,7,6,18,57,275,16,42,1,97,92,28,5,6.326086956521739,7.0,8.0,1.0,5,4,125.0,1.25,2,6.75
1,4,5,0,13,366,353,26,6,2,42,28,92,1,9.0,13.0,33.0,0.0,26,13,200.0,2.0,0,13.5
1,7,6,13,8,242,444,18,46,1,42,47,73,1,5.361702127659575,8.0,14.0,0.0,19,22,86.36363636363636,0.8636363636363636,0,5.454545454545455
1,7,6,0,10,546,162,8,27,1,63,51,69,2,7.411764705882353,5.0,10.0,0.0,8,13,61.53846153846154,0.6153846153846154,0,4.8
1,17,6,16,13,555,348,2,23,0,173,114,6,5,9.105263157894736,17.0,27.0,1.0,34,16,212.5,2.125,0,13.058823529411764
2,14,4,11,6,669,75,7,40,1,94,90,30,3,6.266666666666667,4.0,10.0,0.0,15,10,150.0,1.5,1,5.428571428571429
1,16,2,18,16,583,303,16,41,0,113,103,17,4,6.58252427184466,8.0,18.0,1.0,26,29,89.65517241379311,0.896551724137931,1,3.0
2,2,4,10,8,569,467,26,55,2,32,17,103,1,11.294117647058822,16.0,26.0,1.0,24,10,240.0,2.4,1,10.2
2,7,6,8,0,373,422,8,27,1,76,52,68,1,8.76923076923077,13.0,20.0,0.0,49,30,163.33333333333334,1.6333333333333333,0,8.4
2,7,5,18,0,256,371,16,41,1,70,46,74,2,9.130434782608695,3.0,7.0,1.0,15,14,107.14285714285714,1.0714285714285714,0,3.0
1,8,2,13,8,571,464,18,46,1,58,49,71,1,7.102040816326531,2.0,9.0,1.0,3,5,60.0,0.6,0,11.142857142857142
2,7,4,3,10,194,162,14,7,1,40,48,72,0,5.0,3.0,5.0,0.0,16,19,84.21052631578947,0.8421052631578947,0,4.0
1,2,3,3,16,147,333,2,23,2,30,14,106,0,12.857142857142856,12.0,26.0,0.0,24,10,240.0,2.4,0,10.5
2,12,6,3,0,194,262,8,27,1,123,80,40,1,9.225,6.0,11.0,1.0,41,31,132.25806451612902,1.3225806451612905,0,6.666666666666667
1,12,6,16,15,629,57,30,30,1,110,80,40,1,8.25,8.0,19.0,0.0,45,43,104.65116279069768,1.0465116279069768,0,8.0
2,17,3,3,1,282,366,9,2,0,134,104,16,5,7.730769230769232,4.0,13.0,1.0,27,21,128.57142857142858,1.2857142857142858,2,8.4
1,7,6,1,6,477,504,16,42,1,53,47,73,2,6.765957446808511,5.0,9.0,1.0,1,1,100.0,1.0,0,8.4
1,1,4,13,16,660,303,12,13,2,4,9,111,0,2.6666666666666665,2.0,4.0,0.0,0,3,0.0,0.0,0,2.0
2,11,1,6,13,289,76,18,46,1,61,67,53,4,5.462686567164179,6.0,16.0,0.0,40,40,100.0,1.0,0,8.0
2,10,1,16,10,568,162,26,55,1,63,62,58,4,6.096774193548387,10.0,19.0,0.0,11,11,100.0,1.0,1,6.545454545454546
1,2,4,16,8,559,101,23,14,2,15,15,105,0,6.0,8.0,14.0,0.0,8,7,114.28571428571428,1.1428571428571428,0,6.0
1,15,5,11,3,318,261,30,52,0,113,95,25,4,7.136842105263158,11.0,19.0,0.0,7,7,100.0,1.0,0,7.2
1,4,4,11,3,243,171,26,9,2,38,27,93,1,8.444444444444445,11.0,19.0,1.0,25,13,192.30769230769232,1.9230769230769231,0,8.0
1,4,5,3,10,173,368,10,16,2,40,28,92,0,8.571428571428571,11.0,22.0,0.0,29,18,161.11111111111111,1.6111111111111112,0,9.0
1,7,1,2,13,565,369,0,57,1,42,44,76,2,5.727272727272728,6.0,13.0,0.0,12,14,85.71428571428571,0.8571428571428571,0,0.0
2,17,5,13,18,564,234,18,46,0,142,107,13,2,7.962616822429907,13.0,26.0,0.0,94,52,180.7692307692308,1.807692307692308,0,12.0
2,10,1,0,13,170,231,8,28,1,77,60,60,2,7.7,4.0,17.0,1.0,37,29,127.58620689655172,1.2758620689655171,0,3.0
2,7,2,10,0,563,422,8,27,1,53,46,74,1,6.913043478260869,6.0,13.0,1.0,33,22,150.0,1.5,0,24.0
2,13,5,16,8,454,28,6,53,1,100,87,33,3,6.896551724137931,18.0,28.0,0.0,3,4,75.0,0.75,0,10.90909090909091
2,19,3,3,16,670,334,10,16,0,150,118,2,9,7.627118644067796,13.0,22.0,2.0,0,0,0.0,0.0,2,6.75
1,4,6,11,13,43,199,18,46,2,49,31,89,0,9.483870967741934,10.0,19.0,0.0,22,12,183.3333333333333,1.8333333333333333,0,6.5
2,12,5,8,2,591,211,34,49,1,94,80,40,1,7.05,6.0,10.0,1.0,28,34,82.35294117647058,0.8235294117647058,1,7.333333333333333
1,5,4,6,0,146,84,9,2,2,38,35,85,2,6.514285714285714,5.0,8.0,2.0,0,1,0.0,0.0,1,7.0588235294117645
1,19,5,18,13,504,502,18,46,0,134,116,4,8,6.931034482758621,8.0,11.0,3.0,5,6,83.33333333333334,0.8333333333333334,2,6.0
2,8,4,6,3,552,299,7,40,1,68,52,68,3,7.846153846153847,3.0,9.0,1.0,42,28,150.0,1.5,1,8.571428571428571
1,0,3,3,6,173,333,10,16,2,0,2,118,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,0.0
1,8,5,3,18,216,462,10,0,1,47,52,68,3,5.423076923076923,4.0,6.0,1.0,1,1,100.0,1.0,2,4.875
2,1,2,5,0,651,489,1,32,2,9,7,113,0,7.7142857142857135,9.0,9.0,0.0,7,5,140.0,1.4,0,36.0
1,3,2,0,1,546,384,13,22,2,28,20,100,1,8.4,10.0,22.0,0.0,8,8,100.0,1.0,0,12.0
1,6,5,9,8,371,501,23,15,1,55,41,79,2,8.048780487804878,7.0,20.0,1.0,0,1,0.0,0.0,1,6.705882352941176
2,10,1,0,11,510,366,26,9,1,65,64,56,1,6.09375,10.0,26.0,0.0,29,17,170.58823529411765,1.7058823529411764,0,5.142857142857142
2,6,6,6,8,173,258,23,14,1,73,42,78,1,10.428571428571429,10.0,22.0,0.0,46,24,191.66666666666669,1.9166666666666667,1,6.545454545454546
2,11,4,10,0,563,433,26,9,1,68,71,49,2,5.746478873239436,7.0,23.0,1.0,32,36,88.88888888888889,0.8888888888888888,1,2.0
1,18,2,0,6,374,357,7,40,0,166,108,12,3,9.22222222222222,19.0,28.0,0.0,32,12,266.66666666666663,2.6666666666666665,0,6.947368421052632
1,15,2,6,2,379,8,10,0,0,122,91,29,5,8.043956043956044,10.0,15.0,0.0,26,22,118.1818181818182,1.181818181818182,0,11.36842105263158
2,1,5,10,16,449,303,12,13,2,6,10,110,0,3.6,3.0,6.0,0.0,3,6,50.0,0.5,0,1.5
2,0,2,2,18,147,71,10,1,2,0,1,119,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0
1,16,6,16,5,203,302,26,6,0,127,101,19,3,7.544554455445545,9.0,14.0,1.0,15,11,136.36363636363637,1.3636363636363635,1,8.347826086956522
2,6,3,8,13,194,434,18,46,1,38,41,79,3,5.560975609756098,4.0,13.0,1.0,20,20,100.0,1.0,1,3.0
1,18,4,12,0,472,110,26,6,0,167,123,-3,7,8.146341463414634,8.0,11.0,1.0,6,5,120.0,1.2,1,6.0
2,12,4,18,5,93,326,1,32,1,92,77,43,7,7.1688311688311686,12.0,16.0,0.0,10,8,125.0,1.25,0,16.666666666666668
2,2,2,7,0,102,181,22,33,2,16,13,107,0,7.384615384615385,8.0,16.0,0.0,14,9,155.55555555555557,1.5555555555555556,0,11.142857142857142
2,18,5,0,16,142,201,30,31,0,138,112,8,7,7.392857142857142,5.0,12.0,2.0,2,4,50.0,0.5,1,3.8181818181818175
1,11,3,8,16,363,522,23,14,1,85,69,51,1,7.391304347826087,6.0,14.0,1.0,0,1,0.0,0.0,0,7.5
1,15,2,16,6,382,346,2,23,0,98,96,24,4,6.125,13.0,22.0,0.0,8,6,133.33333333333331,1.3333333333333333,0,8.142857142857142
1,7,3,8,10,363,322,26,56,1,62,46,74,5,8.08695652173913,4.0,10.0,1.0,2,2,100.0,1.0,0,6.0
2,8,4,5,0,591,371,1,32,1,84,54,66,1,9.333333333333334,8.0,16.0,0.0,34,23,147.82608695652172,1.4782608695652173,0,5.333333333333333
2,11,6,10,0,277,422,8,27,1,81,76,44,3,6.394736842105264,10.0,14.0,1.0,2,1,200.0,2.0,0,8.181818181818182
2,14,1,1,8,17,167,26,9,1,116,89,31,3,7.820224719101123,8.0,14.0,1.0,5,8,62.5,0.625,0,9.230769230769232
1,0,1,3,11,409,25,10,16,2,0,0,120,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,1,4,8,12,252,63,23,15,2,6,8,112,0,4.5,5.0,6.0,0.0,6,6,100.0,1.0,0,8.0
1,18,2,10,13,64,13,26,55,0,176,109,11,5,9.688073394495412,10.0,24.0,2.0,44,28,157.14285714285714,1.5714285714285714,1,6.631578947368421
2,0,6,11,1,243,137,16,42,2,10,5,115,0,12.0,10.0,10.0,0.0,10,5,200.0,2.0,0,12.0
1,17,1,18,16,409,235,16,42,0,155,103,17,3,9.029126213592232,8.0,20.0,2.0,1,1,100.0,1.0,1,10.235294117647058
1,13,6,0,2,64,255,8,28,1,105,86,34,4,7.325581395348837,18.0,24.0,0.0,12,10,120.0,1.2,1,10.235294117647058
1,8,6,13,8,570,191,18,46,1,49,54,66,2,5.444444444444445,3.0,8.0,1.0,1,4,25.0,0.25,0,5.454545454545455
1,2,3,0,8,170,492,23,15,2,15,14,106,0,6.428571428571428,9.0,11.0,0.0,7,6,116.66666666666669,1.1666666666666667,0,4.5
2,1,6,8,15,363,22,23,14,2,17,11,109,2,9.272727272727272,11.0,17.0,2.0,6,3,200.0,2.0,0,13.2
2,5,4,0,8,546,21,8,27,2,65,36,84,1,10.833333333333334,17.0,29.0,0.0,46,21,219.0476190476191,2.1904761904761907,0,10.0
